,model,source,target,similarity
822,Thomas,073542,065246,0.227
823,Thomas,000992,007597,0.211
824,Thomas,073930,062811,0.243
825,Thomas,083384,099081,0.218
826,Thomas,119566,110148,0.249
827,Thomas,041255,158481,0.246
828,Thomas,119914,178373,0.244
829,Thomas,174003,125157,0.2
830,Thomas,202401,051997,0.202
831,Thomas,073234,017475,0.205
832,Thomas,029718,162076,0.25
833,Thomas,102089,136441,0.234
834,Thomas,041523,015889,0.209
835,Thomas,119210,189452,0.237
836,Thomas,083880,003500,0.202
837,Thomas,032581,194346,0.248
838,Thomas,127912,001145,0.231
839,Thomas,127560,106984,0.204
840,Thomas,061794,080073,0.204
841,Thomas,091152,002057,0.209
842,Thomas,053083,052505,0.228
843,Thomas,020021,000702,0.244
844,Thomas,178712,144356,0.215
845,Thomas,115277,071024,0.202
846,Thomas,017068,080995,0.212
847,Thomas,000531,036847,0.22
848,Thomas,073593,158326,0.207
849,Thomas,037578,135644,0.222
850,Thomas,135767,029302,0.223
851,Thomas,086879,107688,0.218
852,Thomas,107070,191079,0.229
853,Thomas,130039,119755,0.205
854,Thomas,041284,058851,0.208
855,Thomas,083355,039079,0.203
856,Thomas,188673,155973,0.239
857,Thomas,154265,163140,0.201
858,Thomas,166900,160083,0.238
859,Thomas,151949,004795,0.231
860,Thomas,020786,108269,0.207
861,Thomas,193898,150766,0.21
862,Thomas,122599,062002,0.234
863,Thomas,167495,097762,0.213
864,Thomas,114845,135643,0.236
865,Thomas,016628,038803,0.219
866,Thomas,021661,201058,0.224
867,Thomas,179152,149455,0.221
868,Thomas,049828,060336,0.216
869,Thomas,111369,053890,0.208
870,Thomas,013176,129633,0.221
871,Thomas,155382,071100,0.224
872,Thomas,175135,108835,0.211
873,Thomas,004388,101581,0.208
874,Thomas,118450,096654,0.21
875,Thomas,147622,033652,0.21
876,Thomas,134680,091941,0.209
877,Thomas,052164,143031,0.2
878,Thomas,024698,137738,0.216
879,Thomas,197986,041875,0.213
880,Thomas,126487,066459,0.23
881,Thomas,189033,164475,0.219
882,Thomas,060673,097303,0.244
883,Thomas,138140,161669,0.232
884,Thomas,033466,087003,0.227
885,Thomas,131679,025861,0.241
886,Thomas,082515,145085,0.223
887,Thomas,106630,196537,0.202
888,Thomas,175692,166487,0.212
889,Thomas,134127,109207,0.217
890,Thomas,185054,103202,0.22
891,Thomas,147185,080412,0.205
892,Thomas,001371,092970,0.247
893,Thomas,164580,195092,0.208
894,Thomas,078258,115886,0.208
895,Thomas,191418,103043,0.207
896,Thomas,093607,055113,0.213
897,Thomas,148750,109666,0.232
898,Thomas,010063,124475,0.225
899,Thomas,125235,198740,0.209
900,Thomas,096159,013517,0.248
901,Thomas,156297,020105,0.247
902,Thomas,105082,075929,0.204
903,Thomas,176020,027219,0.224
904,Thomas,043276,201430,0.207
905,Thomas,168995,157285,0.201
906,Thomas,141069,115095,0.203
907,Thomas,071913,165235,0.217
908,Thomas,129252,050631,0.212
909,Thomas,200354,128157,0.202
910,Thomas,109742,078133,0.209
911,Thomas,066038,033007,0.218
912,Thomas,125592,131173,0.221
913,Thomas,156942,136497,0.212
914,Thomas,194893,128008,0.227
915,Thomas,161579,126204,0.22
916,Thomas,063766,012505,0.204
917,Thomas,088339,099838,0.201
918,Thomas,081400,106714,0.217
919,Thomas,168240,148496,0.242
920,Thomas,176787,040008,0.211
921,Thomas,007948,007687,0.208
922,Thomas,105725,154341,0.202
923,Thomas,186141,183354,0.246
924,Thomas,144090,096538,0.245
925,Thomas,200881,168867,0.216
926,Thomas,137032,181136,0.208
927,Thomas,002264,052386,0.221
928,Thomas,201966,175011,0.215
929,Thomas,145177,134003,0.21
930,Thomas,199561,170972,0.223
931,Thomas,003383,000415,0.242
932,Thomas,128860,103112,0.247
933,Thomas,199913,124923,0.212
934,Thomas,070321,021455,0.219
935,Thomas,031494,027845,0.248
936,Thomas,042844,080240,0.221
937,Thomas,140629,165931,0.207
938,Thomas,177660,043093,0.2
939,Thomas,195506,159566,0.218
940,Thomas,011623,118663,0.224
941,Thomas,062681,082391,0.221
942,Thomas,092047,033413,0.213
943,Thomas,152389,083039,0.211
944,Thomas,190258,019679,0.237
945,Thomas,172699,032012,0.214
946,Thomas,070486,158796,0.21
947,Thomas,187701,093723,0.209
948,Thomas,104165,020215,0.211
949,Thomas,042391,100868,0.209
950,Thomas,169400,122534,0.203
951,Thomas,062126,052853,0.216
952,Thomas,160339,058909,0.21
953,Thomas,089579,064649,0.234
954,Thomas,038878,026973,0.24
955,Thomas,011184,106251,0.211
956,Thomas,157370,013841,0.207
957,Thomas,165467,006528,0.219
958,Thomas,067678,017409,0.216
959,Thomas,108102,135222,0.227
960,Thomas,197632,128247,0.209
961,Thomas,126741,090521,0.201
962,Thomas,138286,124697,0.206
963,Thomas,111708,199783,0.209
964,Thomas,090373,018458,0.229
965,Thomas,179941,189820,0.204
966,Thomas,021200,089118,0.206
967,Thomas,114056,116537,0.243
968,Thomas,185392,158663,0.209
969,Thomas,028539,137821,0.219
970,Thomas,040702,127969,0.208
971,Thomas,175554,103573,0.2
972,Thomas,175926,151935,0.215
973,Thomas,060212,120339,0.231
974,Thomas,138521,184275,0.204
975,Thomas,155044,178250,0.204
976,Thomas,197195,015487,0.211
977,Thomas,167753,077852,0.221
978,Thomas,052977,147863,0.244
979,Thomas,179294,146251,0.207
980,Thomas,008029,122294,0.204
981,Thomas,001710,196072,0.204
982,Thomas,134546,177482,0.207
983,Thomas,185847,193269,0.212
984,Thomas,147996,142439,0.227
985,Thomas,036759,067514,0.205
986,Thomas,134934,024282,0.204
987,Thomas,185435,136756,0.205
988,Thomas,131218,040536,0.208
989,Thomas,082174,010870,0.217
990,Thomas,041142,098500,0.205
991,Thomas,083093,091533,0.202
992,Thomas,119671,031210,0.207
993,Thomas,029379,073771,0.203
994,Thomas,171838,152666,0.202
995,Thomas,146403,139533,0.229
996,Thomas,202060,008897,0.222
997,Thomas,020440,035768,0.241
998,Thomas,127101,060085,0.21
999,Thomas,130458,128944,0.214
1000,Thomas,032647,006470,0.216
1001,Thomas,083734,098617,0.204
1002,Thomas,107863,116297,0.209
1003,Thomas,037119,139361,0.209
1004,Thomas,135306,093897,0.202
1005,Thomas,000150,172956,0.23
1006,Thomas,009669,088433,0.222
1007,Thomas,091294,027437,0.206
1008,Thomas,053345,194080,0.206
1009,Thomas,166113,136213,0.229
1010,Thomas,154604,077356,0.222
1011,Thomas,188212,001283,0.208
1012,Thomas,061820,197401,0.204
1013,Thomas,012882,050374,0.207
1014,Thomas,018909,194175,0.231
1015,Thomas,140248,120789,0.205
1016,Thomas,042057,106713,0.209
1017,Thomas,080186,067839,0.225
1018,Thomas,128073,169283,0.229
1019,Thomas,070740,123715,0.203
1020,Thomas,201175,019396,0.203
1021,Thomas,145516,104852,0.203
1022,Thomas,116703,187991,0.239
1023,Thomas,092854,023280,0.209
1024,Thomas,079079,168938,0.222
1025,Thomas,050985,011129,0.215
1026,Thomas,023555,042081,0.208
1027,Thomas,092426,155459,0.205
1028,Thomas,190639,048029,0.217
1029,Thomas,149571,074818,0.203
1030,Thomas,149903,193440,0.236
1031,Thomas,124014,015451,0.206
1032,Thomas,097378,186287,0.214
1033,Thomas,080621,166824,0.215
1034,Thomas,169061,149827,0.222
1035,Thomas,104504,192452,0.207
1036,Thomas,187360,033593,0.206
1037,Thomas,092381,165543,0.201
1038,Thomas,050250,192207,0.204
1039,Thomas,067219,154893,0.225
1040,Thomas,160758,126572,0.202
1041,Thomas,011997,177744,0.225
1042,Thomas,062935,101408,0.233
1043,Thomas,125654,078583,0.209
1044,Thomas,022315,037504,0.21
1045,Thomas,109484,190224,0.201
1046,Thomas,117143,122462,0.216
1047,Thomas,200735,104737,0.204
1048,Thomas,046149,158740,0.243
1049,Thomas,084098,191774,0.214
1050,Thomas,043617,024950,0.223
1051,Thomas,176833,000860,0.21
1052,Thomas,105891,040626,0.229
1053,Thomas,063307,178191,0.204
1054,Thomas,088758,041407,0.209
1055,Thomas,109323,125770,0.203
1056,Thomas,051410,012970,0.229
1057,Thomas,051862,098451,0.228
1058,Thomas,129194,199437,0.206
1059,Thomas,002605,063920,0.228
1060,Thomas,186520,131605,0.209
1061,Thomas,186952,187811,0.202
1062,Thomas,144883,093433,0.209
1063,Thomas,200092,066044,0.201
1064,Thomas,105344,082569,0.213
1065,Thomas,081061,185964,0.209
1066,Thomas,168621,071333,0.207
1067,Thomas,032302,128363,0.215
1068,Thomas,184730,020564,0.238
1069,Thomas,000867,130383,0.211
1070,Thomas,053600,162366,0.201
1071,Thomas,196290,121421,0.247
1072,Thomas,163308,113750,0.212
1073,Thomas,048499,186404,0.202
1074,Thomas,188757,090257,0.233
1075,Thomas,174651,165654,0.207
1076,Thomas,143618,164303,0.24
1077,Thomas,119334,117067,0.218
1078,Thomas,202525,161731,0.241
1079,Thomas,086288,029801,0.212
1080,Thomas,184097,201109,0.225
1081,Thomas,146146,088345,0.206
1082,Thomas,115353,127332,0.226
1083,Thomas,091076,138402,0.219
1084,Thomas,012612,016869,0.217
1085,Thomas,139183,172951,0.239
1086,Thomas,154894,135926,0.23
1087,Thomas,196945,195881,0.222
1088,Thomas,094728,128181,0.233
1089,Thomas,127836,006149,0.211
1090,Thomas,162548,049669,0.207
1091,Thomas,060757,080978,0.206
1092,Thomas,111998,117406,0.201
1093,Thomas,138064,083799,0.246
1094,Thomas,189117,013083,0.204
1095,Thomas,155501,130856,0.239
1096,Thomas,065009,123374,0.205
1097,Thomas,052040,070901,0.201
1098,Thomas,001255,201397,0.216
1099,Thomas,082431,167335,0.204
1100,Thomas,033930,196627,0.239
1101,Thomas,040992,058617,0.23
1102,Thomas,082843,001193,0.202
1103,Thomas,197377,176917,0.228
1104,Thomas,013052,168364,0.204
1105,Thomas,021745,116246,0.243
1106,Thomas,179076,005565,0.232
1107,Thomas,090636,126662,0.206
1108,Thomas,123928,118791,0.209
1109,Thomas,147706,187126,0.22
1110,Thomas,001980,096869,0.23
1111,Thomas,118906,187532,0.223
1112,Thomas,040247,191464,0.222
1113,Thomas,082396,033868,0.231
1114,Thomas,118574,146197,0.203
1115,Thomas,180189,178953,0.249
1116,Thomas,063642,022126,0.218
1117,Thomas,156866,044905,0.208
1118,Thomas,156414,116627,0.214
1119,Thomas,051155,128536,0.214
1120,Thomas,002340,129376,0.241
1121,Thomas,035309,085562,0.229
1122,Thomas,186065,108786,0.203
1123,Thomas,105601,117986,0.202
1124,Thomas,030457,195422,0.233
1125,Thomas,043887,136446,0.205
1126,Thomas,132648,070573,0.211
1127,Thomas,081956,013029,0.208
1128,Thomas,030825,114172,0.226
1129,Thomas,081524,151079,0.224
1130,Thomas,112358,025362,0.201
1131,Thomas,148674,118115,0.2
1132,Thomas,010147,197588,0.201
1133,Thomas,022650,146768,0.217
1134,Thomas,117874,037207,0.207
1135,Thomas,015619,096235,0.216
1136,Thomas,144613,179419,0.21
1137,Thomas,200270,027727,0.229
1138,Thomas,071445,141959,0.204
1139,Thomas,071837,185449,0.206
1140,Thomas,043352,023471,0.207
1141,Thomas,133008,030822,0.206
1142,Thomas,169524,201845,0.205
1143,Thomas,080364,137905,0.235
1144,Thomas,018799,032764,0.238
1145,Thomas,169956,107185,0.202
1146,Thomas,034549,099218,0.213
1147,Thomas,047999,110133,0.217
1148,Thomas,187625,002436,0.241
1149,Thomas,003972,164800,0.217
1150,Thomas,108026,095509,0.21
1151,Thomas,116993,113781,0.217
1152,Thomas,195385,164014,0.212
1153,Thomas,149793,034077,0.219
1154,Thomas,042512,143279,0.215
1155,Thomas,070205,201893,0.21
1156,Thomas,199837,056006,0.249
1157,Thomas,199445,049047,0.249
1158,Thomas,187182,082892,0.207
1159,Thomas,145053,069136,0.216
1160,Thomas,014059,024808,0.204
1161,Thomas,108781,106871,0.241
1162,Thomas,092163,186062,0.244
1163,Thomas,023010,083487,0.213
1164,Thomas,038289,081633,0.239
1165,Thomas,149034,113849,0.217
1166,Thomas,113518,113336,0.211
1167,Thomas,124551,125815,0.217
1168,Thomas,157981,165122,0.218
1169,Thomas,195850,047462,0.208
1170,Thomas,052421,010250,0.217
1171,Thomas,021483,102087,0.238
1172,Thomas,090982,115857,0.207
1173,Thomas,065468,179071,0.232
1174,Thomas,167677,037829,0.221
1175,Thomas,155160,023258,0.203
1176,Thomas,189904,093890,0.204
1177,Thomas,138405,168034,0.214
1178,Thomas,189576,124958,0.2
1179,Thomas,013394,037613,0.205
1180,Thomas,138877,188447,0.204
1181,Thomas,106375,144976,0.21
1182,Thomas,185511,074659,0.209
1183,Thomas,134810,168412,0.248
1184,Thomas,185963,023017,0.202
1185,Thomas,134462,113896,0.202
1186,Thomas,072696,125467,0.234
1187,Thomas,103859,060911,0.224
1188,Thomas,170489,070859,0.219
1189,Thomas,159107,175198,0.24
1190,Thomas,021324,186713,0.207
1191,Thomas,179417,162410,0.23
1192,Thomas,150199,011071,0.218
1193,Thomas,192048,026506,0.2
1194,Thomas,013433,060021,0.218
1195,Thomas,126665,090018,0.226
1196,Thomas,197716,099967,0.2
1197,Thomas,175470,032144,0.239
1198,Thomas,033684,056770,0.209
1199,Thomas,072131,004454,0.204
1200,Thomas,147367,176672,0.203
1201,Thomas,045178,129061,0.211
1202,Thomas,029988,170500,0.232
1203,Thomas,098489,174546,0.202
1204,Thomas,146280,147070,0.209
1205,Thomas,076788,167059,0.206
1206,Thomas,107947,053517,0.203
1207,Thomas,174597,042431,0.213
1208,Thomas,107535,060496,0.213
1209,Thomas,083610,013055,0.201
1210,Thomas,032763,097800,0.233
1211,Thomas,139245,045337,0.208
1212,Thomas,163769,051245,0.22
1213,Thomas,061904,181874,0.208
1214,Thomas,154720,153563,0.223
1215,Thomas,166037,082726,0.235
1216,Thomas,064228,188440,0.248
1217,Thomas,135585,166790,0.214
1218,Thomas,146955,039932,0.217
1219,Thomas,202144,160433,0.22
1220,Thomas,044738,153674,0.229
1221,Thomas,146527,007368,0.213
1222,Thomas,107292,036840,0.215
1223,Thomas,174230,027678,0.219
1224,Thomas,127025,142100,0.242
1225,Thomas,154087,142346,0.209
1226,Thomas,196156,036344,0.2
1227,Thomas,094349,140655,0.244
1228,Thomas,056298,016654,0.208
1229,Thomas,012273,055889,0.228
1230,Thomas,188491,120965,0.226
1231,Thomas,091865,160724,0.211
1232,Thomas,178257,030740,0.226
1233,Thomas,193608,081252,0.203
1234,Thomas,003161,104883,0.246
1235,Thomas,034128,004744,0.223
1236,Thomas,136337,116530,0.246
1237,Thomas,187244,034598,0.205
1238,Thomas,169145,197192,0.207
1239,Thomas,182968,000316,0.228
1240,Thomas,031676,043733,0.231
1241,Thomas,080705,131726,0.205
1242,Thomas,097989,054444,0.206
1243,Thomas,055858,191773,0.211
1244,Thomas,026488,091658,0.222
1245,Thomas,157635,023766,0.2
1246,Thomas,108447,092274,0.205
1247,Thomas,145840,128186,0.23
1248,Thomas,201051,161273,0.23
1249,Thomas,136490,098039,0.228
1250,Thomas,070664,008084,0.225
1251,Thomas,172809,084032,0.208
1252,Thomas,042173,038761,0.209
1253,Thomas,177325,028937,0.207
1254,Thomas,006198,164145,0.202
1255,Thomas,104387,165592,0.208
1256,Thomas,157192,079464,0.211
1257,Thomas,195043,069131,0.224
1258,Thomas,124130,161612,0.213
1259,Thomas,011366,009853,0.213
1260,Thomas,113179,195735,0.21
1261,Thomas,092502,038766,0.21
1262,Thomas,165685,121853,0.219
1263,Thomas,014438,023804,0.211
1264,Thomas,051946,102494,0.232
1265,Thomas,022596,172255,0.227
1266,Thomas,051534,133296,0.221
1267,Thomas,164762,026167,0.202
1268,Thomas,156075,111463,0.218
1269,Thomas,010281,030747,0.226
1270,Thomas,063223,128240,0.208
1271,Thomas,168705,053266,0.205
1272,Thomas,030036,064874,0.231
1273,Thomas,132229,067513,0.208
1274,Thomas,043094,096595,0.243
1275,Thomas,081145,017989,0.207
1276,Thomas,137577,027894,0.249
1277,Thomas,002721,084660,0.245
1278,Thomas,071783,075876,0.209
1279,Thomas,015278,151591,0.209
1280,Thomas,093342,062315,0.241
1281,Thomas,051293,150258,0.226
1282,Thomas,022231,070112,0.238
1283,Thomas,112739,199333,0.216
1284,Thomas,194603,178132,0.225
1285,Thomas,176565,048490,0.209
1286,Thomas,030791,180655,0.233
1287,Thomas,129717,175306,0.22
1288,Thomas,198664,140868,0.203
1289,Thomas,100299,002050,0.223
1290,Thomas,144272,122155,0.209
1291,Thomas,200611,013342,0.215
1292,Thomas,176213,184737,0.203
1293,Thomas,019569,105177,0.204
1294,Thomas,081194,089577,0.201
1295,Thomas,043045,091361,0.202
1296,Thomas,198112,171726,0.237
1297,Thomas,144504,171218,0.203
1298,Thomas,200167,069586,0.212
1299,Thomas,093434,073461,0.211
1300,Thomas,022935,178140,0.235
1301,Thomas,120758,192110,0.216
1302,Thomas,093846,076750,0.203
1303,Thomas,022547,021033,0.209
1304,Thomas,168073,009977,0.205
1305,Thomas,007709,086301,0.241
1306,Thomas,137201,094567,0.219
1307,Thomas,051242,020898,0.216
1308,Thomas,093393,017765,0.236
1309,Thomas,063927,038476,0.202
1310,Thomas,063555,101226,0.239
1311,Thomas,010985,048448,0.208
1312,Thomas,124646,046643,0.205
1313,Thomas,097958,119217,0.235
1314,Thomas,026459,116461,0.231
1315,Thomas,011862,083458,0.203
1316,Thomas,011410,145725,0.233
1317,Thomas,149323,057923,0.218
1318,Thomas,108496,006306,0.226
1319,Thomas,023307,065187,0.22
1320,Thomas,121118,200328,0.235
1321,Thomas,116151,146478,0.223
1322,Thomas,201727,132407,0.234
1323,Thomas,199752,031439,0.22
1324,Thomas,042605,113440,0.207
1325,Thomas,018329,048649,0.201
1326,Thomas,169194,045441,0.22
1327,Thomas,177453,115798,0.249
1328,Thomas,177821,151418,0.209
1329,Thomas,038639,077420,0.202
1330,Thomas,157143,174237,0.205
1331,Thomas,050870,056628,0.216
1332,Thomas,050402,175149,0.216
1333,Thomas,108331,039532,0.206
1334,Thomas,003617,121882,0.208
1335,Thomas,201080,091700,0.203
1336,Thomas,187940,070796,0.208
1337,Thomas,169633,124220,0.213
1338,Thomas,196620,143825,0.216
1339,Thomas,012977,044854,0.213
1340,Thomas,020212,083824,0.208
1341,Thomas,115044,092386,0.233
1342,Thomas,029959,002218,0.243
1343,Thomas,098458,085052,0.2
1344,Thomas,073007,185267,0.224
1345,Thomas,119023,096469,0.208
1346,Thomas,041710,073652,0.2
1347,Thomas,174934,178928,0.201
1348,Thomas,076759,114265,0.227
1349,Thomas,061200,081987,0.224
1350,Thomas,188832,160910,0.226
1351,Thomas,139941,147360,0.217
1352,Thomas,196187,045268,0.218
1353,Thomas,154056,065156,0.205
1354,Thomas,056249,059844,0.209
1355,Thomas,094398,037503,0.207
1356,Thomas,166741,158825,0.201
1357,Thomas,151708,118202,0.2
1358,Thomas,053965,078552,0.202
1359,Thomas,178286,158450,0.208
1360,Thomas,158031,151596,0.222
1361,Thomas,086638,035630,0.202
1362,Thomas,184427,109200,0.215
1363,Thomas,135554,024957,0.235
1364,Thomas,146984,025866,0.202
1365,Thomas,202195,072801,0.202
1366,Thomas,184855,126900,0.212
1367,Thomas,181379,031566,0.205
1368,Thomas,119784,118112,0.204
1369,Thomas,083166,102783,0.226
1370,Thomas,068539,158036,0.207
1371,Thomas,077119,022532,0.201
1372,Thomas,082081,057551,0.208
1373,Thomas,103888,041699,0.225
1374,Thomas,170458,025075,0.224
1375,Thomas,114604,131431,0.225
1376,Thomas,179361,201839,0.201
1377,Thomas,021452,197370,0.21
1378,Thomas,090953,031442,0.21
1379,Thomas,021820,162819,0.217
1380,Thomas,013345,136787,0.237
1381,Thomas,126113,121579,0.24
1382,Thomas,197060,169523,0.222
1383,Thomas,131838,074154,0.215
1384,Thomas,180539,044388,0.207
1385,Thomas,069379,074991,0.213
1386,Thomas,033655,101069,0.229
1387,Thomas,106403,024522,0.211
1388,Thomas,087078,058880,0.237
1389,Thomas,134314,147549,0.244
1390,Thomas,159671,108750,0.206
1391,Thomas,001142,014088,0.22
1392,Thomas,150148,171892,0.213
1393,Thomas,052357,110223,0.216
1394,Thomas,090286,081066,0.217
1395,Thomas,167101,001523,0.201
1396,Thomas,155616,183321,0.211
1397,Thomas,013890,145392,0.205
1398,Thomas,060440,059967,0.203
1399,Thomas,189200,171108,0.213
1400,Thomas,060832,146190,0.242
1401,Thomas,116942,174127,0.244
1402,Thomas,092615,166278,0.227
1403,Thomas,190878,070888,0.206
1404,Thomas,195354,147128,0.23
1405,Thomas,124227,010953,0.211
1406,Thomas,026038,024254,0.2
1407,Thomas,177032,172634,0.219
1408,Thomas,042264,080469,0.207
1409,Thomas,169987,063289,0.202
1410,Thomas,047948,054836,0.22
1411,Thomas,050063,131512,0.211
1412,Thomas,124580,127022,0.212
1413,Thomas,157522,054754,0.221
1414,Thomas,062774,049350,0.207
1415,Thomas,080860,154678,0.207
1416,Thomas,031561,139155,0.224
1417,Thomas,169252,167088,0.204
1418,Thomas,031913,174590,0.207
1419,Thomas,177795,051623,0.239
1420,Thomas,136020,190645,0.22
1421,Thomas,145082,160052,0.228
1422,Thomas,128995,099108,0.202
1423,Thomas,199494,135692,0.201
1424,Thomas,200974,060331,0.205
1425,Thomas,200506,129068,0.246
1426,Thomas,198901,173415,0.235
1427,Thomas,002391,007419,0.218
1428,Thomas,129872,075714,0.212
1429,Thomas,019108,168770,0.204
1430,Thomas,030486,123870,0.204
1431,Thomas,043856,046921,0.205
1432,Thomas,194514,032138,0.21
1433,Thomas,010631,047003,0.211
1434,Thomas,148102,191231,0.203
1435,Thomas,051184,044116,0.224
1436,Thomas,093055,096931,0.217
1437,Thomas,117370,028652,0.208
1438,Thomas,100629,146309,0.202
1439,Thomas,071494,175582,0.209
1440,Thomas,137660,046636,0.217
1441,Thomas,030321,178954,0.204
1442,Thomas,043383,115425,0.208
1443,Thomas,010196,052322,0.205
1444,Thomas,088919,048962,0.226
